物料编码;零部件编号;零部件名称;图纸编号/图纸备注;材料/规格;单位;数量;采购类别;VENDOR;标准质保（类别）;海外标准质保要求;标准质保;海外协议签署情况;通则签署情况;供应商质保;标准质保差;质保需求;质保差;故障率;工时;成本价;售后成本;标准质保差;标准质保为1年的延保材料费;标准质保为1年的延保工时费;标准质保为2年的延保材料费;标准质保为2年的延保工时费;标准质保为5年的延保材料费;标准质保为5年的延保工时费;延保换件材料费;延保换件工时费;类别;备注;Vendor Description;P/N(供应商零部件编号);第二供应商信息;Second Vendor Description;SORT;Assembly Station(装配位置);Remark(备注);Remark English Description;New developed part(是否为新开发件);Technical state confirmation(技术状态确定);Section(科室);部门
14198900-00;BYDQ227A0850T1F61QKHP1.25;内六角圆柱头螺钉、弹簧垫圈和平垫圈组合件;;;;;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14202253-00;BYDQ26B0516T20F71KP0.8;内六角花形盘头自攻锁紧螺钉;;;;32;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14218444-00;K9A-3501111A;制动盘;;;;;;采埃孚传动技术（苏州）有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14234500-00;BYDQ304A22T13F70KHP1.5;汽车车轮螺母;;;;40;;上海底特精密紧固件股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14234551-00;BYDQ32512-2T13F61KHP1.75;六角凸缘防松螺母;;;;4;;上海底特精密紧固件股份有限公司,浙江云端汽车部件有限公司,上海埃姆哈特紧固系统有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
14246792-00;;左后视镜主镜;;;;;;Industrial Arcol, S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
14247200-00;;左外后视镜镜杆;;;;;;Industrial Arcol, S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
14252737-00;BMK9UD-7109453AB;座椅侧挂型材1;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14252738-00;BMK9UD-7109454AB;座椅侧挂型材2;;;;3;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14275399-00;Q1840812T1F61KHP1.25;六角法兰面螺栓;;;;;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14275469-00;Q2712925F70KH;十字槽盘头自攻螺钉;;;;42;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14275498-00;Q2712913F70KH;十字槽盘头自攻螺钉;;;;8;;浙江云端汽车部件有限公司,重庆市长安跨越车辆营销有限公司,上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14276003-00;Q32206T2F61LKHP1;六角螺母和加大锥形弹性垫圈组合件;;;;76;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
14278417-00;TKC-3923200B;比亚迪LOGO总成;;;;;;广东顺德川崎汽车零部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14278525-00;Q146B1035T1F61KHP1.5;六角头螺栓、弹簧垫圈和平垫圈组合件;;;;;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
14278530-00;Q146B0830T1F61KHP1.25;六角头螺栓,弹簧垫圈和平垫圈组合件;;;;8;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
14287077-00;Q2630425T20F70KHP0.7;十字槽沉头自攻锁紧螺钉;;;;350;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14287083-00;Q2734225F71KH;十字槽大半圆头自攻螺钉;;;;;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
14287223-00;Q2140410F71KHP0.7;十字槽盘头螺钉;;;;;;上海上标集团紧固件有限公司,浙江云端汽车部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14288402-00;EQ13E-2400010B-F3;驱动桥总成;;;;;;弗迪动力有限公司长沙分公司_车桥工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
14290436-00;BYDQ372C0819F70HP1.25;平头铆螺母;;;;2;;无锡市三星铆钉厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14290452-00;BYDQ125B0616T1F70HP1;拉铆螺柱;;;;19;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
14291015-00;B12E01-5702411F;风道挂板1;;;;;;泉州市恒星五金橡塑有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14294362-00;B12E01-5702412F;左侧风道挂板2;;;;;;泉州市恒星五金橡塑有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14294969-00;Q2723513F70KH;十字槽盘头自攻螺钉;;;;;;上海上标集团紧固件有限公司,浙江云端汽车部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14297813-00;BYDQ125A0620T1F70HP1;拉铆螺柱;;;;6;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身 Body;;;;;;;
14322065-00;Q2713519F62H;十字槽盘头自攻螺钉-C型;;;;16;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14324164-00;B70C02-7911100;车内扬声器;;;;9;;曲阜天博汽车电器有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14324727-00;BMK9UD-3703010E;蓄电池总成;;;;;;深圳市理士新能源发展有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14340787-00;BMK9UD-7109456AB;座椅侧挂型材4;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14340856-00;B12E01-5206111E;前挡风玻璃;;;;;;江苏长江交通科技有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14340938-00;B12E01-5206182E;右前侧玻璃;;;;;;江苏长江交通科技有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14340939-00;B12E01-5206181E;左前侧玻璃;;;;;;江苏长江交通科技有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14342124-00;55J18R-1721112M;右行星轮;;;;;;弗迪动力长沙车桥工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14346905-00;B12E01-4019200A;蓄电池负极线束;;;;;;比亚迪汽车工业有限公司_十五部_深圳线束分工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14350097-00;24-63-029;开关附件_急停保护罩_24-63-029;;;;1;;杭州欣亚行贸易有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14350117-00;ES-2012-T111;按钮开关_ES-2012-T111_不带灯_红色;;;;1;;杭州欣亚行贸易有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14351264-00;B12E01-5302150F;前围蒙皮本体下段总成;;;;;;佛山市顺德区鸡洲德兴塑料制品有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14353343-00;B12E01-5206121E;后挡风玻璃;;;;;;江苏长江交通科技有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14353362-00;B12E01-5916100E;检修舱门本体总成1;;;;;;江苏弗莱迪斯汽车系统有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14353363-00;B12E01-5921100E;电池舱门本体总成1;;;;;;江苏弗莱迪斯汽车系统有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14353364-00;B12E01-5921200E;电池舱门本体总成2;;;;;;江苏弗莱迪斯汽车系统有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14353367-00;B12E01-2155030A;配电转接盒总成;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14353368-00;B12E01-5206218E;右侧玻璃218;;;;;;江苏长江交通科技有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14354134-00;55J18L-1721112;行星架连接螺栓;;;;;;第十七事业部车桥长沙工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14355983-00;B12E01-5405121E;侧窗包柱121;;;;;;湖北凯威高分子材料有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14356000-00;B12E01-5405515E;左前围装饰件5;;;;;;湖北凯威高分子材料有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14356059-00;B12E01-2105925B;维修开关高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14356060-00;B12E01-2105926A;维修开关高压电缆1;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14356423-00;B12E01-5609131E;后内围装饰件1;;;;;;湖北凯威高分子材料有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14356473-00;B12E01-4018200;转向灯预埋小线;;;;;;比亚迪汽车工业有限公司_十五部_深圳线束分工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14356476-00;B12E01-5405118E;侧窗包柱118;;;;;;湖北凯威高分子材料有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14356485-00;B12E01-5609132E;后内围装饰件2;;;;;;湖北凯威高分子材料有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14356486-00;B12E01-5702130E;前门内顶总成;;;;;;无锡市宏宇汽车配件制造有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14356492-00;B12E01-8201100E;内后视镜;;;;;;建德市凯越电器有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14356984-00;CHARXT2HBI12-DC200-2-0M6-DZS;充电座组件_电子锁CHARXT2HBI12-DC200-2-0M6-DZS;;;;;;弗迪动力长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14356985-00;CHARXT2HBI12-DC200-2-0M6-FCG;充电座组件_防尘盖CHARXT2HBI12-DC200-2-0M6-FCG;;;;;;弗迪动力长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14358733-00;Q151B2025TF61KHP1.5;六角头螺栓;;;;;;上海上标集团紧固件有限公司,浙江云端汽车部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14358762-00;BYDQ32020-2T13F61KHP1.5;六角法兰面螺母;;;;;;上海埃姆哈特紧固系统有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14358867-00;Q32208T2F61KHP1.25;六角螺母和锥形弹性垫圈组合件;;;;;;浙江云端汽车部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;标准件;;;;;;;
14359910-00;Q1862030TF61KHP1.5;Q1862030TF61KHP1.5_六角法兰面螺栓_加大系列;;;;;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14359926-00;BYDQ186A2030TF61KHP1.5;六角法兰面螺栓;;;;;;上海上标集团紧固件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14361964-00;Q40512F61;弹簧垫圈D12，达克罗;;;;;;上海科曼车辆部件系统股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14362483-00;B12E01-5526318E;扶手吊带;;;;16;;无锡市宏宇汽车配件制造有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14365603-00;B12E01-8100010F;顶置一体化空调总成;;;;;;Eberspacher Sutrak GmbH & Co. KG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14365604-00;B12E01-8100110E;空调附件总成;;;;;;Eberspacher Sutrak GmbH & Co. KG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14367031-00;BYDQ4413214F;开口型沉头抽芯铆钉;;;;48;;南通洛克紧固件制造有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14367533-00;BYDQ214A0410F70KP0.7;十字槽盘头螺钉;;;;3;;浙江云端汽车部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14375805-00;B12E01-5702171E;出风口;;;;;;泉州市恒星五金橡塑有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14376221-00;14376221-00;5502501二档拨动换挡;;;;;;长沙跃博电气有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14376224-00;82468;拨动开关罩;;;;;;长沙跃博电气有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14381273-00;B3DE202008;后冷凝器芯体;;;;;;Eberspacher Sutrak GmbH & Co. KG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14381274-00;B3DE202007;前冷凝器芯体;;;;;;Eberspacher Sutrak GmbH & Co. KG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14381284-00;B0AA302857;油气分离器;;;;;;Eberspacher Sutrak GmbH & Co. KG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14386736-00;5102010190;空压机密封圈;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
14386737-00;5102010075;空压机O型圈;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
14386738-00;5102010082;空压机O型圈;;;;;;耐力股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘;;;;;;;
14395141-00;B12E01-6100423A;前乘客门右玻璃;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395142-00;B12E01-6100534A;前门上密封毛刷;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395143-00;B12E01-6100427A;前门右中缝胶条;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395148-00;K11U-8202612L;右后视镜镜体;;;;;;Industrial Arcol S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395169-00;B12E01-6100351A;前乘客门左玻璃;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395170-00;B12E01-6100146A;前门门控盒;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395171-00;B12E01-6100536A;前门左门框胶条;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395172-00;B12E01-6100343A;前门左中缝胶条;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395173-00;B12E01-6700351A;中乘客门左玻璃;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395175-00;B12E01-6100537A;前门左门框胶条;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14395180-00;B12E01-6700423A;中乘客门右玻璃;;;;;;Isaf Bus Components s.r.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14399283-00;K9UD-2303124;右转向臂;;;;;;采埃孚传动技术(嘉兴)有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;底盘 Chassis;;;;;;;
14411504-00;B12E01-8202200;前视镜总成;;;;;;Industrial Arcol S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14442447-00;B12E01-6100632;乘客门限位组件;;;;;;SUPERGUM INDUSTRIES LTD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14459012-00;14459012-00;接线盒;;;;2;;国诺讯科技（江门）有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14463218-00;B12E01-2105174C;空调驱动器高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14463219-00;B12E01-2105231C;电除霜高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14463220-00;B12E01-2105243C;转向电机三相线;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14463221-00;B12E01-2105412D;1#电池串联高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14463222-00;B12E01-2105413C;2#电池串联高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14463223-00;B12E01-2105912C;1#电池正极高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14463224-00;B12E01-2105913D;2#电池正极高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14466377-00;B18E01-7923200BC;车载以太网线;;;;;;长沙市比亚迪汽车有限公司_十五部_长沙线束工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14466378-00;B18E01-7923200BE;车载以太网线;;;;;;长沙市比亚迪汽车有限公司_十五部_长沙线束工厂,比亚迪汽车工业有限公司_十五部_深圳线束分工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14466380-00;B18E01-7923200BJ;车载以太网线;;;;;;长沙市比亚迪汽车有限公司_十五部_长沙线束工厂,比亚迪汽车工业有限公司_十五部_深圳线束分工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14466382-00;B18E01-7923200BL;车载以太网线;;;;;;十五部_长沙线束工厂/惠州线束厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14466498-00;B18E01-7923200BD;车载以太网线;;;;;;惠州比亚迪电池有限公司_十六部_惠州制动器工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14466803-00;B12E01-8202109B;右外后视镜总成;;;;;;Industrial Arcol S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14467631-00;B12E01-4002800F;顶棚线束;;;;;;惠州比亚迪电池有限公司_十六部_惠州制动器工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14467632-00;B12E01-4003100F;仪表板线束;;;;;;惠州比亚迪电池有限公司_十六部_惠州制动器工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14467633-00;B12E01-4004100F;底盘线束;;;;;;惠州比亚迪电池有限公司_十六部_惠州制动器工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14467634-00;B12E01-4004400F;ABS ECAS线束;;;;;;惠州比亚迪电池有限公司_十六部_惠州制动器工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14472075-00;B12E01-8207200F;手动导板;;;;;;丹阳市车船装饰件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14472583-00;B12E01-5124112F;地板压条112;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14474572-00;B12E01-5206513F;左侧内翻窗513;;;;;;江苏长江交通科技有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14474573-00;B12E01-5206515F;左侧内翻窗515;;;;;;江苏长江交通科技有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14474654-00;B12E01-2804300G;后保中段分块本体总成;;;;;;华缘新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14474655-00;B12E01-5602120G;后围蒙皮本体上段总成;;;;;;佛山市顺德区鸡洲德兴塑料制品有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14476246-00;B12E01-2105255B;高压分线盒直流输入高压电缆;;;;;;长沙市比亚迪汽车有限公司_十四部_长沙电动汽车研究所;;;;;;;;;;;;;;;;;;;;;;;;;;;;;三电系统;;;;;;;
14477702-00;B12E01-5402210G;左前侧轮眉本体总成;;;;;;华缘新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477703-00;B12E01-5402260G;左侧围蒙皮本体总成2;;;;;;江苏正威新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477704-00;B12E01-5402320G;右侧围蒙皮本体总成2;;;;;;江苏正威新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477705-00;B12E01-5402330G;左侧围蒙皮本体总成3;;;;;;江苏正威新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477706-00;B12E01-5402340G;右前侧轮眉本体总成;;;;;;华缘新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477707-00;B12E01-5402350G;左后侧轮眉本体总成;;;;;;华缘新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477708-00;B12E01-5402360G;右后侧轮眉本体总成;;;;;;华缘新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477709-00;B12E01-5402380G;右侧围蒙皮本体总成3;;;;;;江苏正威新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14477921-00;B12E01-5405211F;侧围装饰件211;;;;;;湖北凯威高分子材料有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14477923-00;B12E01-5702110F;前风窗内顶总成;;;;;;无锡市宏宇汽车配件制造有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477924-00;B12E01-5702120F;司机内顶总成;;;;;;无锡市宏宇汽车配件制造有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477945-00;B12E01-5702150F;前内顶中顶板总成;;;;;;无锡市宏宇汽车配件制造有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477946-00;B12E01-5702400F;风道总成;;;;;;泉州市恒星五金橡塑有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477947-00;B12E01-5702481F;风道附件481;;;;;;泉州市恒星五金橡塑有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477948-00;B12E01-5702482F;风道附件482;;;;;;泉州市恒星五金橡塑有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477949-00;B12E01-5702483F;风道附件483;;;;;;泉州市恒星五金橡塑有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477951-00;B12E01-5124111F;地板压条111;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477952-00;B12E01-8250111F;门轴护罩111;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477953-00;B12E01-8250112F;门轴护罩112;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477954-00;B12E01-8250113F;门轴护罩113;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477955-00;B12E01-8250114F;门轴护罩114;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14477956-00;B12E01-8250115F;门轴护罩115;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14480886-00;B12E01-5702200F;后内顶总成;;;;;;无锡市宏宇汽车配件制造有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14481809-00;B12E01-4022100F;电池包小线;;;;;;惠州比亚迪电池有限公司_十六部_惠州制动器工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14482258-00;B12E01-5311010G;联动仪表台总成;;;;;;比亚迪汽车工业有限公司_十五部_深圳气囊工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14489305-00;B12E01-5402270G;右侧围蒙皮本体总成1;;;;;;江苏正威新材料股份有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;车身;;;;;;;
14492024-00;14492024-00;接线盒配件_滑轨;;;;;;国诺讯科技（江门）有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14492115-00;14492115-00;接线盒配件_网线接头;;;;;;国诺讯科技（江门）有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器 Electric;;;;;;;
14502776-00;B12E01-4003101G;联动仪表台线束;;;;;;比亚迪汽车工业有限公司_十五部_深圳气囊工厂;;;;;;;;;;;;;;;;;;;;;;;;;;;;;电器;;;;;;;
14503371-00;B12E01-8201121AF;内后视镜支座;;;;;;丹阳市长江汽车部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
14503376-00;B12E01-5124113F;地板压条113;;;;;;泰州市华发新型建材厂有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件 Interior;;;;;;;
14503401-00;B12E01-8201121F;内后视镜支座;;;;;;丹阳市长江汽车部件有限公司;;;;;;;;;;;;;;;;;;;;;;;;;;;;;饰件;;;;;;;
